gene	PAPmneg1	PAPmneg2	PAPmpos1	PAPmpos2	SCCmneg1	SCCmneg2	SCCmpos1	SCCmpos2
1700092C10Rik	0	0	0	0	0	0	0	0
1700092C17Rik	0	0	0	0	0	0	0	0
1700092E16Rik	0	2	0	0	0	0	2	0
1700092E19Rik	0	0	0	0	0	0	0	0
1700092K14Rik	0	0	0	0	0	0	0	0
1700092M07Rik	8	7	3	6	6	5	3	3
1700093K21Rik	0	0	0	0	2	0	0	2
1700094J05Rik	0	0	0	0	0	0	0	0
1700094M23Rik	0	0	0	0	0	0	0	0
1700094M24Rik	0	0	0	0	0	0	0	0
1700095A13Rik	0	0	0	0	0	0	0	0
1700095A21Rik	0	0	0	0	0	0	0	0
1700095B10Rik	0	0	0	0	0	0	0	0
1700095J03Rik	2	4	1	1	0	0	2	3
1700095J07Rik	0	0	0	0	0	1	1	0
1700095J12Rik	1	0	0	0	0	0	0	0
1700095K22Rik	0	0	0	0	0	0	0	0
1700096J18Rik	0	0	0	0	0	0	3	0
1700096K18Rik	44	26	31	12	125	24	112	32
1700097M23Rik	2	0	3	0	0	0	1	1
1700097N02Rik	26.745	20.325	54.814	19.706	50.153	38.256	96.55	55.122
1700099I09Rik	0	0	0	2.048	0	0	0	0
1700100L14Rik	0	0	0	0	0	0	0	0
1700101I11Rik	1.155	0	1.294	5.029	6.142	1.201	2.632	1.288
1700101I19Rik	0	0	0	0	0	0	0	0
1700101O22Rik	0	0	0	0	0	0	0	0
1700102F20Rik	0	0	0	0	0	0	0	0
1700102P08Rik	7	10	15	14	6	5	5	10
1700104B16Rik	0	0	0	0	0	1	0	1
1700104L18Rik	0	0	0	0	0	0	0	0
1700105G05Rik	0	0	0	0	0	0	0	0
1700105P06Rik	0	4.859	3.588	1.077	0	2.233	2.788	1.101
1700108F19Rik	2	0	1	1	0	0	1	0
1700108J01Rik	0	0	0	0	0	0	0	0
1700108N06Rik	0	0	0	0	0	0	0	0
1700108N11Rik	0	0	2.014	0	0	0	0	0
1700109G14Rik	0	1.013	1.018	0	0	0	0	0
1700109G15Rik	0	0	0	0	0	0	0	0
1700109H08Rik	8.078	6.283	15.023	14.081	9.126	1	9.215	4.076
1700109I08Rik	0	0	0	0	0	0	0	0
1700109K24Rik	4	6	18	19	8	2	11	2
1700110C19Rik	1	0	1	0	0	0	0	0
1700110I01Rik	0	0	0	0	0	0	0.5	0
1700110I07Rik	0	0	0	0	0	0	0	0
1700110K17Rik	0	0	0	0	3	0	0	0
1700111E14Rik	0	0	0	0	0	0	0	0
1700111N16Rik	0	0	0	0	0	0	0	0
1700112D23Rik	0	2	0	0	0	0	0	0
1700112H15Rik	0	0	0	0	0	0	0	0
1700112J05Rik	0	0	5.063	1.042	0	0	0	0
1700112J16Rik	6	1	0	0	0	2	4	1
1700112K13Rik	0	0	0	0	0	0	0	0
1700112L15Rik	0	0	0	0	0	0	0	0
1700112M02Rik	0	0	0	0	0	0	0	0
1700113A16Rik	50.805	45.328	55.64	23.101	112.892	36.427	104.835	32.883
1700113B19Rik	0	0	0	0	0	0	0	0
1700113H08Rik	0	0	0	0	0	0	0	0
1700116B05Rik	0	0	0	0	0	0	0	0
1700119H24Rik	0	0	0	0	0	0	0	0
1700119I11Rik	0	0	0	0	0	0	0	0
1700120B22Rik	11.789	25.974	28.335	23.56	10.123	24.352	28.889	32.294
1700120C14Rik	11.777	2.295	8.897	3.107	20.467	5.628	14.679	5
1700120C18Rik	0	0	0	0	0	0	0	0
1700120E14Rik	0	0	0	0	0	0	0	0
1700120G07Rik	0	0	1	0	0	0	0	0
1700120G11Rik	0	0	0	0	0	0	0	0
1700120K04Rik	0	0	0	0	0	0	0	0
1700120O09Rik	0	0	0	0	0	0	0	0
1700121C08Rik	0	0	0	0	0	0	0	0
1700121L03Rik	0	0	0	0	0	0	0	0
1700121L16Rik	0	0	0	0	0	0	0	0
1700121N20Rik	0	0	0	0	0	0	0	0
1700122D07Rik	0	0	0	0	0	0	0	0
1700122E12Rik	3	2	4	0	7	5	4	2
1700122H20Rik	0	0	0	0	0	0	0	0
1700122O11Rik	0	0	0	0	0	0	0	0
1700123J17Rik	0	0	0	0	0	0	0	0
1700123K08Rik	0	1	0	0	0	0	0	0
1700123L14Rik	0	0	0	0	0	0	1	0
1700123M08Rik	9	9	9.999	5	11	11	7	10
1700123O12Rik	0	0	0	0	0	0	0	0
1700123O20Rik	1094.205	1243.325	1577.431	1127.524	1377.795	1452.303	1581.041	1737.399
1700123O21Rik	0	0	0	0	0	0	0	0
1700124L16Rik	1	1	4	1	3	1	10	1
1700124M09Rik	0	0	0	0	0	0	0	0
1700125G02Rik	0	0	0	0	0	0	0	0
1700125G22Rik	0	0	0	0	0	0	0	0
1700125H03Rik	1	0	2	1	0	0	1	1
1700125H20Rik	1	1	2	0	0	0	1	0
1700126A01Rik	0	0	0	0	0	0	0	0
1700126G02Rik	2.503	0	1.143	4.452	0	2.451	0	0
1700126H18Rik	0	0	1	0	0	0	0	0
1700127F24Rik	2	0	0	2	0	0	0	0
1700128A07Rik	0	0	0	0	0	0	0	0
1700128E19Rik	0	2	0	0	1	1	2	2
1700128F08Rik	0	0	0	0	1	0	1.026	0
1700129C05Rik	0	0	0	0	0	0	0	0
1700129L04Rik	0	0	0	0	0	0	0	0
1810006J02Rik	2	1	0	1	2	3	0	2
1810007C17Rik	0	0	0	0	0	0	0	0
1810007D17Rik	0	0	0	0	0	0	0	0
1810008B01Rik	1.092	1.07	0	0	0	0	0	0
1810008I18Rik	0	7	0	5	0	0	3	0
1810009A15Rik	1382.319	1206.989	2196.099	1086.989	1150.798	1643.434	1097.501	1780.077
1810009J06Rik	0	0	0	0	0	0	0	0
1810010D01Rik	0	0	0	0	0	0	0	0
1810010H24Rik	18	1	7	3	47	3	48	4
1810010K12Rik	0	0	0	0	0	1	0	0
1810011H11Rik	4	1	7	2	4	4	1	1
1810012K08Rik	15.762	10.412	11.76	17.682	8.555	14.243	22.7	12.702
1810012K16Rik	0	0	0	0	0	0	1	0
1810013D15Rik	1.156	10.23	63.437	9.111	10.411	22.983	6.666	14.023
1810013L24Rik	1168.537	1007.818	1545.636	1531.146	1033.523	1360.65	1586.172	1622.477
1810014B01Rik	66.452	46.281	85.197	36.576	49.645	69.872	68.45	72.546
1810017P11Rik	3	0	3	0	0	0	1	0
1810018F18Rik	0	0	0	0	0	0	0	0
1810019D21Rik	104.419	107.619	157.453	118.551	77.25	73.129	123.218	95.398
1810019N24Rik	3	3	1	2	1	3	5	3
1810020O05Rik	0	0	0	0	0	0	0	0
1810021B22Rik	15.001	9	12	11	35.999	10	38	8
1810022K09Rik	1236.66	902.593	1981.983	883.502	1053.658	1120.473	1137.922	1332.915
1810024B03Rik	59	24	64	25	82	50	84	45
1810026B05Rik	595.101	457.824	867.053	460.777	649.559	496.432	535.075	513.031
1810030O07Rik	1109.942	830.974	1273.928	1068.964	993.964	1263.978	1377.878	1612.964
1810032O08Rik	333.085	281.49	432.802	222.653	300.397	157.227	292.822	182.899
1810034E14Rik	21	16	18	14	10	22	15	18
1810037I17Rik	2612.656	1938.629	4198.546	1893.677	3542.648	3003.816	3775.986	3537.86
1810041H14Rik	5	6	18	1	11	3	12	2
1810041L15Rik	3	1	1	0	1	0	4	0
1810043G02Rik	211	241	212.999	274	404	241.883	415.97	307
1810044D09Rik	15	5	30	9	36	20	52	12
1810046K07Rik	0	0	1	0	0	0	0	0
1810049I09Rik	0	0	0	0	0	0	0	0
1810049J17Rik	0	0	0	0	0	0	39.737	0
1810053B23Rik	1	3	1	0	6	0	3	0
1810055G02Rik	623.938	469.364	519.683	805.898	412.559	684.509	631.923	815.789
1810058I24Rik	1597	1312	1548	1067	2421.001	1199	2542.001	1123.999
1810059C17Rik	0	1	1	0	0	0	0	0
1810059H22Rik	51.48	25.503	17.722	15.228	40.113	21.182	37.87	16.557
1810062G17Rik	0	0	1	4	3	1	2	0
1810062O18Rik	11.958	6.571	4.074	5.818	10.228	8.161	9.727	1.397
1810063I02Rik	0	0	0	0	0	0	2	0
1810064F22Rik	0	3	0	0	0	1.003	0	0
1810065E05Rik	0	0	0	0	0	0	0	0
2010001A14Rik	16	12	20	17	35	18	39	12
2010001K21Rik	9.484	18.862	9.798	22.852	12.79	30.723	19.731	34.795
2010001M07Rik	0	0	0	0	0	0	0	0
2010003K11Rik	2	0	3	0	2	0	9	0
2010005H15Rik	0	0	3.485	4.555	23.912	4.12	11.801	2.654
2010007H06Rik	11	11	39	31	0	3	13	6
2010008C14Rik	138	114	120	140	142	166	155	181
2010009K17Rik	1.016	0	1.182	0	0	0	0	0
2010010A06Rik	1.255	0	0	0	0	0	1.201	0
2010013B24Rik	0	0	2	0	0	0	0	0
2010016I18Rik	12.001	3.026	3.333	0	6.787	1	4	2.504
2010103J01Rik	2	11	0	0	0	1.397	1.193	0
2010106C02Rik	0	0	0	1	0	0	0	0
2010106E10Rik	0	0	0	0	0	0	2	0
2010107E04Rik	2288	2257.001	3331	1534	3446	2865	2938.999	2595
2010109A12Rik	2	0	2	0	0	0	0	2
2010109I03Rik	128.988	35.064	278.271	336.338	111.417	135.613	337.309	348.11
2010109P13Rik	0	0	0	0	0	2	0	0
2010110E17Rik	1	1	1	3	0	0	1	1.936
2010110G14Rik	0	0	0	0	0	0	0	0
2010110K18Rik	23.579	15	40.968	12	6.406	16	19	22
2010111I01Rik	2792.535	2930.004	2996.052	1987.876	4332.822	2811.123	3725.154	1804.907
2010204K13Rik	181	110	215	104	195	176.999	143.999	262
2010300C02Rik	283	309.001	35	59	588	58	326.001	14
2010308F09Rik	0	0	1	0	0	0	1	0
2010309G21Rik	0	0	0	0	0	0	0	0
2010310C07Rik	0	0	0	0	4	1	0	0
2010315B03Rik	248.083	133.814	330.959	211.716	163.987	188.218	247.367	221.906
2010320M18Rik	228	176	313	154	532	180	552	191
2010320O07Rik	0	0	0	0	0	0	0	0
2200002A13Rik	0	0	0	0	0	0	0	0
2200002D01Rik	593.799	644.104	802.58	771.689	639.324	794.846	835.382	1018.321
2200002J24Rik	0	0	0	0	0	0	0	0
2200007N16Rik	0	0	0	0	0	0	0	0
2210010C04Rik	0	0	0	0	0	0	0	0
2210011C24Rik	0	0	0	0	2	1	0	0
2210011K15Rik	0	1	0	0	0	0	0	0
2210016F16Rik	1566	1428.999	1989.997	1358	1401.998	1962.997	1761	2202.999
2210016L21Rik	636.999	638	720.999	540.001	676	673	745	695.001
2210017I01Rik	1	0	1	1	2	0	4	0
2210039B01Rik	1.136	0	3.246	0	8.138	0	10.058	0
2210406H18Rik	0	0	1	5	2	1	2	3
2210406O10Rik	25.001	5	25	28	44	13	67	16
2210407C18Rik	0	0	0	0	0	0	0	0
2210408F21Rik	16	28	57	65.999	18	15	18	46
2210408I21Rik	96	64	110	74	86	102	112.999	111
2210409E12Rik	0	0	0	0	0	0	0	0
2210411M09Rik	2.013	0	0	9.206	4.048	0	4.161	4.082
2210412B16Rik	2	2	7	7	1	4	2	2
2210414B05Rik	0	0	0	0	0	0	0	0
2210414F02Rik	0	0	0	0	0	0	0	0
2210417A02Rik	0	1	3	0	0	3	0	0
2210418O10Rik	33.944	6.268	47.955	26.296	35.039	31.353	38.745	35.621
2210420H20Rik	0	0	0	0	0	0	0	0
2300002M23Rik	0	0	0	0	0	0	0	0
2300003K06Rik	0	0	0	0	0	0	0	0
2300009A05Rik	89	80	111	61	247.815	87	213	90.426
2310001H17Rik	46.001	48	58.998	54	70	58	55.999	61
2310001K20Rik	0	0	0	0	0	0	0	0
2310001K24Rik	2.047	3.096	3.054	1.051	8.351	3.025	9.107	5.158
2310002D06Rik	0	0	0	0	0	0	0	0
2310002F09Rik	52.092	27.028	81.497	59.556	42.566	43.597	84.717	78.768
2310002L09Rik	0	0	0	0	0	0	0	0
2310003L06Rik	0	0	0	0	0	0	0	0
2310003N18Rik	0	2	4	0	2	1	3	0
2310005A03Rik	0	0	0	0	0	0	0	0
2310005E17Rik	7	0	1	0	0	2	0	1
2310007B03Rik	181	414	206	282	321	325	307	310
2310008N11Rik	10	11	37	17	1	9	7	27
2310009A05Rik	179	145.886	240.743	127.386	196.134	158.4	166.84	183.012
2310009B15Rik	168	146	137	124.001	321.001	170	274	170
2310010J17Rik	8	9	8	6	27	8	32	6
2310011J03Rik	1550	1537	1616	1373	2131	1874	2212	2124
2310014F06Rik	2	4	3	5	4	8	18	5
2310015A10Rik	60	68	115	84.001	109	52	130	44
2310015D24Rik	0	0	0	0	0	0	0	0
2310015K22Rik	0	0	0	2	1	0	0	0
2310016D03Rik	0	0	0	0	0	0	0	0
2310016D23Rik	0	0	0	0	0	0	0	0
2310016G11Rik	0	0	2	0	0	0	1.033	0
2310020H05Rik	0	0	0	0	0	0	0	0
2310022A10Rik	964.835	825.975	745.421	748.419	849.066	974.079	1115.924	1068.368
2310022B05Rik	1740	1508	1282	1444	2188	2146	2862	2170
2310026I22Rik	0	0	0	0	0	0	0	0
2310026L22Rik	1	1	0	1	2	1	3	3
2310030A07Rik	1	0	0	0	0	0	0	0
2310030G06Rik	302	213	527	332	376	430	642	608
2310033P09Rik	224.946	187.017	214.591	204.624	249.218	309.534	280.63	261.374
2310034C09Rik	0	0	0	0	0	0	0	0
2310034G01Rik	38	21	39	19	56	31	75	53
2310034O05Rik	1	0	0	0	3	0	1	0
2310035C23Rik	1408.001	761	1779.999	1202.503	857.011	1209.999	1457.274	1583.999
2310039H08Rik	340	207	265	194	914	229	952	242
2310039L15Rik	3.508	3.75	0	2.338	0	1.331	0	8.145
2310040G07Rik	1	0	2	1	0	0	0	0
2310040G24Rik	1	0	1	3	2	4	1	3
2310043L19Rik	0	1	0	0	0	0	0	2
2310043M15Rik	39.975	16.894	81.649	31.308	65.547	17.52	68.674	8.681
2310043O21Rik	0	0	0	0	0	0	0	0
2310043P16Rik	12	0	18	5	28	9	34.964	9
2310044K18Rik	0	0	0	0	0	0	0	0
2310046K23Rik	278	101	213	206	580	37	743	68
2310047D07Rik	0	1	0	0	0	0	0	0
2310050C09Rik	37	4	16	1	7	1	5	0
2310057J18Rik	0	0	0	0	0	4	0	0
2310057M21Rik	573.156	588.941	741.757	715.94	408.411	703.299	633.414	893.591
2310057N15Rik	0	0	0	0	0	0	0	0
2310058D17Rik	53.694	53.29	72.937	47.602	47.118	48.636	65.269	56.839
2310061I04Rik	415	335	273.999	401	753	475.999	769	542.999
2310061N02Rik	0	0	1	0	0	0	0	0
2310065F04Rik	0	0	0	0	0	0	0	0
2310068J16Rik	7.018	12.94	6.199	3.21	21.163	2.682	33.76	5.355
2310069B03Rik	0	0	0	0	0	0	0	0
2310074N15Rik	4	0	5	1	4	2	7	1
2310075C17Rik	0	0	0	0	0	0	0	0
2310079G19Rik	0	0	0	0	0	0	0	0
2310081O03Rik	0	0	0	0	0	0	0	0
2400006E01Rik	0	0	0	0	1	1	0	0
2410002F23Rik	2174.965	1734.044	2306.08	1554.999	2429.909	1958.131	2852.508	2023.093
2410003L11Rik	1	0	0	0	0	0	0	0
2410004B18Rik	569	517	783	517	546	708	516.001	760
2410004I01Rik	0	0	0	0	0	0	0	0
2410004P03Rik	10.534	0	9.187	2.061	0	6.067	7.462	3.022
2410006H16Rik	1173	947	1409	803	2231	1097	2549	1120
2410012E07Rik	0	0	0	0	0	0	0	0
2410015M20Rik	1488.882	1324.568	1807.462	1136.283	2337.213	1492.063	2068.853	1410.494
2410017I17Rik	0	1.001	0	0	0	0	1.003	0
2410018L13Rik	77.423	72.773	101.447	131.314	61.92	133.596	157.84	213.132
2410021H03Rik	0	0	0	0	0	1	0	0
2410022M11Rik	79	31	46	29	181	33	258	40
2410024N13Rik	0	0	2	0	0	0	3	0
2410080I02Rik	0	0	0	0	1	0	1	0
2410089E03Rik	452.467	386.346	352.096	634.355	270.047	667.248	571.104	792.489
2410124H12Rik	0	0	1	0	2	0	0	0
2410131K14Rik	711.235	682	780	693.974	961.269	971.999	1346.993	1275
2410137M14Rik	0	0	0	1	0	2	0	0
2410141K09Rik	0	0	0	0	0	0	0	0
2410152P15Rik	0	0	0	0	0	0	0	0
2500002B13Rik	51.029	55.735	57	40.054	51.049	60	57.034	40.608
2500004C02Rik	32.089	31	64.618	37.979	53.456	35.691	59.433	30.482
2510002D24Rik	320.999	332	411	315	387	427	471.689	414
2510009E07Rik	511.41	547.518	750.472	691.738	408.871	626.918	706.457	802.694
2510016D11Rik	10	15	21	11	12	16	16	21
2510017J16Rik	7	1	4	2.518	0	0	7	0
2510039O18Rik	2123	2813	1958	2633	3370	3378	4124	3785
2510046G10Rik	26.757	19.204	41.15	12.693	134.069	28.334	115.58	24.715
2600006K01Rik	10.923	14.494	11.093	26.37	24.989	9.279	34.244	20.644
2600014E21Rik	0	0	3	1	11.825	0	3.409	0
2610001A08Rik	0	0	0	0	0	0	0	0
2610001J05Rik	2157.999	1901	2162.001	1686	2144	2323	2600.001	2334.001
2610002M06Rik	520	467	667.983	624	398	844	684	1139
2610005L07Rik	821.748	517.952	874.51	845.287	486.956	709.705	1169.392	1125.954
2610008E11Rik	268	97	335	201	185	120	312	212
2610011E03Rik	0	0	0	0	0	0	0	0
2610012C04Rik	0	0	0	0	0	1	0	0
2610016A17Rik	0	0	0	0	1	0	4	0
2610017A05Rik	3	1	6	4	9	2	7	3
2610020C07Rik	35.029	18.758	60.081	31.178	33.46	24.094	39.265	23.942
2610021A01Rik	372.088	200.965	538.522	342.727	178.458	317.583	324.134	384.877
2610024D14Rik	0	0	0	0	0	0	0	0
2610027F03Rik	0	0	0	0	0	0	0	0
2610027K06Rik	1.029	2.406	0	0	4.204	0	0	1.091
2610028D06Rik	2	4	0	3	1	0	0	1
2610028E06Rik	0	0	1	0	1	0	1	0
2610028H24Rik	1.254	0	0	0	0	0	2.508	0
2610034O05Rik	0	0	0	0	0	0	0	0
2610035D17Rik	388	447	531	480	541	595.999	759	694
2610035F20Rik	0	0	0	0	0	0	0	0
2610037D02Rik	16	22	18	28	7	2	12	0
2610042L04Rik	12.535	2.671	23.37	6.515	17.662	8.609	28.491	11.027
2610044O15Rik8	256.572	139.938	386.28	239.894	336.797	233.723	361.883	272.716
2610105M22Rik	0	0	0	0	0	0	0	0
2610203C20Rik	662.255	470.924	1377.575	957.671	263.709	224.173	362.348	407.112
2610203C22Rik	13	10	10	3	6	26.001	4	5
2610204G07Rik	0	0	0	0	0	0	0	1
2610206C17Rik	0	2	5	3	1	4	7	6
2610300A13Rik	0	0	0	0	0	0	0	0
2610300M13Rik	2	1	0	0	7	1	1	0
2610301B20Rik	272.989	206	431	261	336	247	449	267
2610303G11Rik	0	0	0	0	0	0	0	0
2610306M01Rik	59	41	58	17	74	37	75	72
2610306O10Rik	3	2	11	1	0	2	3	9
2610307P16Rik	45	29	44.999	92	90.001	45	97.999	53
2610316D01Rik	2	2	0	0	1	0	0	0
2610318N02Rik	0	3.465	3.542	0	5.089	0	0	0
2610507B11Rik	6443	6657	6394	7267.001	6985.999	9038.999	11064.999	11344
2610507I01Rik	2	4	3	0	0	0	1	6
2610509F24Rik	0	0	0	0	0	0	0	0
2610524H06Rik	0	19.615	10.027	0	0	19.645	51.949	0
2610528A11Rik	10286	2420	12645	3086	16539	4674	16137	3090
2610528J11Rik	450	273	691	326	371	534	509	592
2700029L08Rik	1	0	4	7	1	1	0	1
2700033N17Rik	17	7.62	14	11	20	9	50.57	10
2700038G22Rik	114.955	92.704	133.191	122.461	122.392	113.366	159.585	99.42
2700046A07Rik	0	3	0	0	17	0	3	0
2700046G09Rik	20	10	15	12	20	7	19	6
2700049A03Rik	355	287.999	353	329	266	449	415	598
2700062C07Rik	253.796	132.888	314.277	129.514	204.383	245.483	201.817	381.745
2700068H02Rik	1	1	2	1	3	0	3	3
2700069I18Rik	0	0	0	0	0	1	0	0
2700078F05Rik	1	2	7.008	5	0	3	1.002	1
2700080J24Rik	0	0	0	0	0	0	0	0
2700081O15Rik	559	683	535	793	774	788	1012.999	952
2700089I24Rik	0	0	0	0	0	0	0	0
2700097O09Rik	225.322	172.001	416.943	271.603	129.193	297.357	172.357	365.026
2700099C18Rik	204.884	101.456	258.181	110.823	189.114	144.694	196.914	129.587
2810001G20Rik	88	56	99	38	153	64	164	51
2810002D19Rik	48.788	60.956	68.037	68.381	35.448	83.088	65.73	85.259
2810004N23Rik	1462.873	1535.009	1839.799	1320.794	1183.03	1961.966	1517.594	2102.75
2810006K23Rik	202.888	183.317	212.608	174.63	134.643	199.903	149.316	203.84
2810013P06Rik	139	90	156	62	233	93	273	94
2810021J22Rik	27.418	15.215	50.849	6.538	43.035	27.757	42.315	32.725
2810025M15Rik	1189	1162.001	1438	992	1420.174	1802	1386	1686
2810029C07Rik	31	25	63	71	47	51	56	66
2810030D12Rik	3	0	6	0	0	0	0	0
2810032G03Rik	3	4	10	3	5	5	4	6
2810039B14Rik	49.808	26.136	24.169	26.507	54.483	27.246	53.616	33.06
2810047C21Rik1	0	0	0	0	0	0	18.503	0
2810049E08Rik	0	0	0	0	0	0	0	0
2810402E24Rik	203.565	88	241	116	188	136.613	255.993	117
2810403A07Rik	1282	1791.993	2163.993	2224.984	1497.959	1783.24	1975.958	2170.391
2810403D21Rik	83.238	37.246	107.709	40.504	92.149	73.26	125.012	86.166
2810404F17Rik	0	0	7	0	0	0	0	0
2810404M03Rik	0	0	0	0	0	0	0	0
2810405F15Rik	0	0	0	0	0	0	0	0
2810405F17Rik	8	3	13	4	7	6	6	4
2810407A14Rik	3	2	9	4	1	2	3	1
2810408A11Rik	55	55.001	48	36	183	50	195	56
2810408I11Rik	198.227	162.978	261.528	147.137	211.417	254.52	199.276	244.636
2810410L24Rik	39	39	40	30	86	27	73	19
2810414N06Rik	9	11	8	13	16	8	17.898	10
2810428J06Rik	1	0	3	6	0	0	1	2
2810429I04Rik	73.522	43.03	84.04	60.004	60.324	68.454	84.616	85.637
2810430I11Rik	1.002	3.027	3	0	1.002	0	2.01	0
2810432F15Rik	0	0	0	0	0	0	0	0
2810433D01Rik	1	0	1	2	4	3	3	2
2810442N19Rik	0	1	0	0	1	0	1	0
2810454H06Rik	8	6	9	0	15.984	2	15	3
2810455O05Rik	24	34.097	40.15	31.135	17	68	44.222	51.122
2810459M11Rik	1	5	0	0	1	0	0	0
2810468N07Rik	0	0	0	0	26	2	0	1
2810471M01Rik	0	2.182	1.019	2.576	1.021	0	0	1.037
2810474O19Rik	1178.982	684.994	1496.983	1589.975	589.989	1058.992	1178.949	1292.947
2900002M20Rik	0	0	0	0	0	0	0	0
2900005J15Rik	20	12	12	4	13	3	5	3
2900009J06Rik	9	15	10	8	4	11	5	14
2900011O08Rik	0	0	0	0	1	0	0	0
2900018N21Rik	2	1	4	0	1	0	4	0
2900022M07Rik	0	0	0	0	0	0	0	0
2900024D18Rik	0	0	0	0	0	0	0	0
2900026A02Rik	2431.974	2176.943	1487.3	2963.552	3236.948	2575.081	5004.378	3698.369
2900027M19Rik	8.08	6.507	15.314	0	4.633	12.659	11.286	5.544
2900035J10Rik	0	0	0	0	0	0	0	0
2900037B21Rik	0	0	0	0	0	0	0	0
2900041M22Rik	30	22	48	15	48	26	40	18
2900042G08Rik	0	0	0	0	0	0	0	0
2900042K21Rik	5	1	2	8	2	5	0	4
2900045O20Rik	0	1.005	2.064	1	0	2	3.017	0
2900052L18Rik	28	22	13	7	25	9	42	5
2900052N01Rik	0	0	0	0	2	0	0	0
2900055J20Rik	0	0	0	0	0	1	0	0
2900060B14Rik	6	5	11	7	7	13.057	6	22
2900060N12Rik	1	0	2	0	0	1	2	1
2900064F13Rik	1	1	0	2	1	0	1	0
2900064K03Rik	0	0	0	0	0	0	0	0
2900069G24Rik	0	0	0	0	0	0	0	0
2900072N19Rik	0	0	0	0	0	0	1	1
2900076A07Rik	37.69	27.92	54.72	45.425	43.936	23.976	27.936	43.981
2900076G11Rik	0	0	0	0	0	0	0	0
2900078I11Rik	0	0	4	1	1	0	2	3
2900079G21Rik	0	0	0	0	0	0	0	0
2900089D17Rik	7.335	7.492	2.065	10.515	9.133	5.125	12	1.017
2900092C05Rik	0	0	0	0	0	0	0	0
2900092N22Rik	0	0	0	0	0	0	0	0
2900092O11Rik	0	0	0	0	0	0	0	0
2900093K20Rik	16	20	18	17	31	7	26	17
2900097C17Rik	5727.715	4254.604	5573.503	6077.43	4998.718	6101.966	9255.028	7317.242
3000002C10Rik	102.393	77.368	80.833	68.462	107.788	102.448	96.431	112.86
3010001F23Rik	1	0	0	1	1	0	1	0
3010003L21Rik	35.917	43.129	25.851	34.557	78.761	29.472	69.571	32.826
3100003L05Rik	4	4	5	4	8	1	3	5
3110001I22Rik	73.994	53.232	112.903	68.955	81.754	84.13	104.475	88.83
3110002H16Rik	921.46	916.869	1356.49	1217.401	1101.91	1272.629	1380.684	1769.036
3110004A20Rik	0	0	0	0	0	0	0	0
3110009E18Rik	94.979	77	124.017	61.999	82.11	97	67	107.034
3110009F21Rik	0	0	0	0	0	0	0	0
3110009M11Rik	0	0	0	0	0	0	0	0
3110018I06Rik	0	0	0	0	0	0	0	0
3110021N24Rik	0	2.484	0	2.519	2.189	3.475	4.823	1.162
3110031N09Rik	0	0	0	0	0	0	0	0
3110035E14Rik	1	0	0	0	0	0	0	0
3110039M20Rik	0	0	0	0	0	0	0	0
3110040N11Rik	511	437	776	466	439	588.001	458.999	755
3110043J17Rik	0	0	0	0	0	0	0	0
3110043O21Rik	667	625.999	947	639	597	812	919	840
3110045C21Rik	3	1	2	1	2	5	1	2
3110053B16Rik	21.151	12.953	23.743	27.705	21.217	34.735	68.569	49.829
3110056K07Rik	46	43.999	69	60	54	39.999	53	37
3110062G12Rik	0	0	0	0	0	0	0	0
3110062M04Rik	446.418	468.229	467.989	499.931	622.294	698.841	649.707	785.061
3110067C02Rik	0	0	5.11	3.068	0	0	0	1.016
3110070M22Rik	30.186	0	27.172	0	0	0	0	0
3110079O15Rik	0	0	3	0	12	0	4	0
3110080E11Rik	0	0	0	0	0	0	0	0
3110080O07Rik	0	0	2	0	0	1	0	0
3110082I17Rik	721.813	500.959	722.588	386.379	659.287	744.576	689.456	802.176
3110082J24Rik	0	0	0	0	0	0	0	0
3110083C13Rik	1	3	0	0	5	1	2	1
3110099E03Rik	0	0	0	0	4	0	0	0
3200001D21Rik	6.89	3.932	0	0	0	1.141	0	1.467
3222401L13Rik	13	2	15	9	7	26	9	27
3300002A11Rik	0	0	0	2	2	0	1	0
3300002I08Rik	28.726	11.327	39.751	22.743	19.472	22.582	46.104	15.809
3300002P13Rik	0	0	0	0	0	0	0	0
3300005D01Rik	6	39	7	28	32	5	10	6
3425401B19Rik	0	0	0	0	0	0	0	0
3632451O06Rik	77.982	56.867	37	9.936	83.921	75.724	48.972	22
3632454L22Rik	0	0	0	0	0	0	0	0
3732407C23Rik	0	0	0	0	0	0	0	0
3830403N18Rik	0	2.516	1	0	2.291	0	0	0
3830406C13Rik	757.343	511.999	1122.384	608.347	462.444	716.001	621.56	884.305
3830408C21Rik	11	6	7	6	25	10	37	3
3830417A13Rik	1	0	0	0	0	0	0	0
3830422I06Rik	0	0	0	0	0	0	0	2
3830432H09Rik	0	0	0	1	2	1	0	3
3930402G23Rik	1	0	5	0	14	5	33	13
4430402I18Rik	1	4	5	0	5	1	2	2
4631405J19Rik	157.999	11	174	15	94	39	147	65
4631405K08Rik	133	82	203	115	94	61	134	65
4632404H12Rik	173	134	216.981	71	157	83	222	104
4632404M16Rik	13	16	21	21	12	11	11	4
4632411P08Rik	20	26	24	17.118	22	18	25	19
4632415L05Rik	189.85	184.93	233.069	199.864	202.019	220.06	321.978	245.341
4632418H02Rik	6	10	9	13	1	7	9	5
4632427E13Rik	10	14	34	20.793	11	18.001	24	13
4632428C04Rik	2	7	10	4	4	2	2	3
